uranium_lead_ratio,carbon_14_ratio,radioactive_decay_series,stratigraphic_layer_depth,geological_period,paleomagnetic_data,inclusion_of_other_fossils,isotopic_composition,surrounding_rock_type,stratigraphic_position,fossil_size,fossil_weight,age
0.6512356751577866,0.4606319337661966,0.2542409329498403,419.26,Paleogene,Normal polarity,True,0.5675832948452266,Shale,Bottom,156.99,399.97,65430
0.8247813505566428,0.40450540381389855,0.649999201517615,174.75,Triassic,Reversed polarity,False,0.6076057697078241,Limestone,Middle,111.2,200.39,55327
0.4014058423726469,0.4692598110604198,0.8268639242614239,119.34,Cambrian,Reversed polarity,False,0.975198272603206,Conglomerate,Bottom,119.44,452.49,41398
0.08159570631908836,0.17378163430497562,0.13530138590888566,78.95,Triassic,Normal polarity,True,0.9562846820464265,Sandstone,Bottom,28.92,83.64,11816
0.6528624417018811,0.5696790888699419,1.014890003047721,91.6,Permian,Normal polarity,True,0.9329009889246331,Sandstone,Middle,44.51,537.09,42547
0.38630802356771266,0.27631671062385366,0.5667141085741088,165.14,Devonian,Normal polarity,False,2.060106761297571,Limestone,Bottom,57.32,580.33,39797
0.5831651054808669,0.4140139629518636,0.47326503505694184,277.79,Paleogene,Normal polarity,True,1.610877862215346,Sandstone,Bottom,116.06,160.98,53135
0.7574990746295076,0.43618928193512824,0.4170557889513239,217.25,Permian,Reversed polarity,True,1.1149548788660237,Conglomerate,Middle,61.81,152.84,54006
0.8322720806460774,0.21352068316182296,0.4356727189471009,66.17,Paleogene,Normal polarity,False,0.668317968321084,Limestone,Bottom,88.25,293.94,52191
0.5682724409390167,0.6270977791071807,0.7029907079577166,90.03,Triassic,Normal polarity,False,0.484355887761259,Sandstone,Bottom,139.61,287.67,44370
0.26426017295002047,0.21444822397975144,0.6991590184378488,260.63,Triassic,Reversed polarity,True,0.8352622346364618,Sandstone,Bottom,40.64,462.87,39416
0.485778227908422,0.1074949844102835,0.8270214670148753,52.51,Jurassic,Normal polarity,True,1.3347919854605734,Sandstone,Middle,49.2,9.14,30070
0.6794831577500506,0.4337378860121052,0.9890499699899237,386.44,Paleogene,Normal polarity,True,0.41255893795093973,Limestone,Bottom,65.27,226.88,66991
0.2977650205387635,0.012749406111653983,0.10382223007003089,65.11,Cretaceous,Normal polarity,True,0.4055542488254907,Conglomerate,Bottom,37.61,404.54,19075
0.8657328091850587,0.6908278235283756,0.21867719370357183,289.68,Neogene,Normal polarity,True,1.369190657817985,Shale,Middle,64.76,312.4,58651
0.30089044024536893,0.1319724552595467,0.2805375443149477,197.22,Triassic,Normal polarity,True,1.55196858415491,Conglomerate,Middle,76.4,328.13,26109
0.4195366905748015,0.17677376085715038,0.4415204369474868,141.01,Neogene,Reversed polarity,True,1.4011754147703304,Sandstone,Bottom,96.88,424.46,34057
0.34803818475599996,0.5042775742961307,0.8117485448339898,228.95,Devonian,Normal polarity,False,0.20741735676827727,Conglomerate,Top,43.11,176.57,35215
0.37765413681029414,0.3625041066014686,0.0028061156187901837,138.39,Cretaceous,Reversed polarity,True,0.9268795845128692,Limestone,Bottom,79.78,207.82,31031
0.3623047180335235,0.8693194101087226,0.5107037986422737,173.84,Devonian,Normal polarity,True,0.8729108268322084,Limestone,Top,188.83,300.65,35194
0.17173250962387016,0.5764701109389039,1.1476117518667515,102.76,Ordovician,Normal polarity,False,0.9596800741910665,Sandstone,Bottom,69.44,80.46,26802
0.3152379517739238,0.23810434031149952,0.40633634590379586,290.92,Triassic,Normal polarity,True,0.9905094007479721,Shale,Bottom,59.46,83.98,39429
0.11517166021761621,0.007859966061405987,0.6873627962970843,228.38,Jurassic,Reversed polarity,True,1.0058894833860543,Sandstone,Bottom,30.84,384.17,25887
0.16278908217376847,0.7553261111401648,0.8178587642824456,183.02,Cambrian,Normal polarity,True,0.6148812486087287,Sandstone,Bottom,37.5,255.44,32648
0.9470166860142148,0.041809017633111456,0.6920441657552714,298.47,Devonian,Reversed polarity,True,0.9892731774759249,Shale,Bottom,94.44,526.31,83344
0.19019504314889463,0.23174225556936875,0.7639938953424936,197.18,Cambrian,Normal polarity,False,0.8115753581021787,Limestone,Bottom,108.35,98.13,31620
0.2685394187401811,0.6407122756398353,0.037173439267530584,172.77,Triassic,Normal polarity,False,2.3404737876838486,Shale,Bottom,53.65,117.23,31818
0.7589271867082628,0.8821881811967301,0.5737277784612335,41.63,Permian,Reversed polarity,True,0.028070847349517647,Conglomerate,Bottom,60.51,241.7,57525
0.7443704247892129,0.4680664399057751,0.10690984708801621,196.9,Paleogene,Normal polarity,True,1.1357386601233743,Limestone,Bottom,79.15,349.38,54119
0.23355790429169138,0.6833845999038309,0.6368645476976212,120.81,Triassic,Normal polarity,True,0.646344970849788,Conglomerate,Bottom,63.99,409.93,29457
0.4913191009781039,0.3686915949520065,0.5968945166445913,65.19,Triassic,Reversed polarity,True,0.2875871630341971,Shale,Bottom,109.5,604.66,38297
0.5241529375116366,0.08580392277143506,0.7837145754357012,74.01,Triassic,Reversed polarity,False,1.1078504726937037,Limestone,Middle,45.33,288.03,33129
0.2853378625520749,0.17007127160822208,0.28149659558765966,98.13,Jurassic,Normal polarity,False,0.4853057407450165,Sandstone,Bottom,89.95,242.31,24544
0.7524747707376864,0.21027927365419252,0.3038155505929438,126.81,Neogene,Normal polarity,True,1.5448049253205285,Limestone,Middle,86.82,53.62,42883
0.7318953391182321,0.7007343670460289,0.8657047003410119,68.28,Permian,Normal polarity,False,0.7718569199234211,Shale,Middle,41.7,350.04,46538
0.2863400449578846,0.9389314548421793,0.8999018942782235,145.64,Cambrian,Normal polarity,False,1.3647900536622053,Conglomerate,Bottom,101.0,93.91,37758
0.5021564930117015,0.3994064111769145,0.9107659535599593,132.62,Jurassic,Normal polarity,True,1.246907207316289,Limestone,Top,64.22,504.04,36089
0.053692323227252814,0.40195053719196217,0.7189981016579511,198.59,Jurassic,Normal polarity,True,0.5722436127722159,Sandstone,Bottom,21.93,324.6,20298
0.08420202502361968,0.16522164604966633,0.43209702395372684,90.59,Jurassic,Normal polarity,True,0.3007668377614263,Shale,Bottom,139.07,275.4,14118
0.26737005889865423,0.07193139407735338,0.5606254424132407,110.83,Jurassic,Normal polarity,True,0.9780285264677278,Limestone,Bottom,73.77,280.17,25036
0.7696770510227057,0.3945875562641618,1.032272300950021,51.62,Cretaceous,Normal polarity,True,0.4334218516361783,Sandstone,Bottom,17.98,828.98,52035
0.7923401721298425,0.14584135771407408,0.010920815083786228,86.19,Cambrian,Normal polarity,True,0.049128830542778223,Shale,Bottom,50.57,90.56,52427
0.5123050290745421,0.19541467796495585,0.20579327772723394,213.26,Paleogene,Normal polarity,True,1.3932827737370572,Conglomerate,Bottom,118.29,115.23,43623
0.5435850053054829,0.8378444917568546,0.4974110673198112,334.36,Permian,Normal polarity,True,1.6094489601469648,Sandstone,Bottom,73.15,197.68,61139
0.5717003115036627,0.7524845235553211,0.48422252577574487,42.38,Cretaceous,Normal polarity,False,0.061863080195220854,Sandstone,Middle,44.81,168.47,34985
0.2485391995340766,0.3139505435482131,0.29340241708172343,110.66,Jurassic,Normal polarity,False,1.2710880290712792,Shale,Bottom,36.68,672.06,25341
0.912207437950692,0.204450709213905,1.020189186437424,21.84,Paleogene,Reversed polarity,True,0.36643789086319484,Sandstone,Bottom,28.66,306.16,57506
0.6266408450234824,0.40740976928677364,1.147017696697323,197.38,Cretaceous,Normal polarity,False,1.2979602416758862,Limestone,Bottom,62.7,61.23,54317
0.6168256623867933,0.43220089531235983,0.2985170363931294,187.69,Cretaceous,Normal polarity,False,0.38997484177661823,Sandstone,Top,120.66,123.93,41055
0.5043771551700481,0.43990298840695236,1.0548922075975378,158.13,Cretaceous,Reversed polarity,True,2.2206794218214356,Limestone,Bottom,109.37,271.63,45605
0.08619346661750382,0.20247482935011238,0.4535740507191027,212.75,Jurassic,Reversed polarity,False,0.8564155965372393,Shale,Bottom,55.11,453.86,25153
0.624329973125784,0.14360892827723043,0.3662914119519438,188.09,Permian,Normal polarity,False,0.6864507869635568,Limestone,Top,96.91,173.56,42099
0.5885147465259051,0.9934919653773598,0.6141128801725199,37.85,Triassic,Normal polarity,False,1.7388410958483476,Limestone,Bottom,99.33,171.38,47972
0.6156485577853836,0.1945323537117658,0.7052003939972631,242.74,Jurassic,Reversed polarity,False,1.3227627335781769,Sandstone,Bottom,5.86,437.04,55743
0.34407892938024487,0.411640945094944,0.7437145828525272,16.32,Permian,Normal polarity,True,0.886496902358003,Limestone,Bottom,112.44,395.54,27831
0.6949125720617639,0.9265360105654856,0.6248328668812462,94.79,Jurassic,Normal polarity,False,0.643492004357958,Limestone,Bottom,91.33,375.43,54955
0.9148940750056846,0.5822925375246539,0.3429881742771632,191.51,Devonian,Reversed polarity,True,1.1949562571283536,Limestone,Bottom,39.87,199.31,75245
0.5410398390061872,0.2465406764935518,0.8983174617639751,238.19,Cretaceous,Normal polarity,False,0.632797965891551,Conglomerate,Middle,85.77,424.3,40839
0.27233481647906777,0.4092762351477351,0.5048212278441921,70.81,Cambrian,Reversed polarity,True,0.4955214821556645,Sandstone,Middle,103.99,267.49,22909
0.4506680454450966,0.4534269750389009,0.5204155357160094,270.9,Triassic,Reversed polarity,True,0.9993158027041729,Sandstone,Bottom,59.77,318.11,51063
0.3356036189658148,0.7686647198283689,1.2656640755767476,242.69,Cretaceous,Normal polarity,False,1.2108361954924614,Limestone,Middle,16.33,446.53,37828
1.122347680031973,0.5849212687928748,0.9217743629530858,63.88,Paleogene,Normal polarity,False,0.7772412352822976,Shale,Bottom,110.96,365.82,71526
0.5319575156080427,0.5662327650786576,0.45465334539976743,80.5,Ordovician,Normal polarity,False,0.294386667509001,Conglomerate,Bottom,50.28,495.0,42288
0.09432451067664216,0.41044787378564473,0.5665541880623448,24.15,Cambrian,Normal polarity,False,1.2630928063133282,Conglomerate,Bottom,54.67,253.48,15011
0.7650475180617193,0.18295972282482612,1.0018289029437204,137.46,Cambrian,Reversed polarity,True,0.4904708604338773,Sandstone,Bottom,70.16,715.82,64519
0.42942969664642305,0.8374149672520564,0.47556341752234055,136.23,Neogene,Normal polarity,True,1.0557468200783677,Shale,Middle,114.3,43.64,32084
0.4963927567773702,0.6926838648102692,0.27349794887327883,64.18,Jurassic,Reversed polarity,True,0.42115798125342985,Shale,Top,100.6,464.48,32077
0.2852002911007759,0.6490115318803042,0.37665067225652654,129.46,Paleogene,Normal polarity,False,1.5410077782026137,Sandstone,Bottom,74.87,109.52,30894
0.3083515738074486,0.56647108670394,0.7023889111906689,74.03,Ordovician,Normal polarity,False,0.5579879092357523,Shale,Top,105.39,336.21,25417
0.5592788670920636,0.3924298806270461,0.9152577935334079,176.5,Neogene,Reversed polarity,False,0.4686034531684092,Shale,Bottom,88.78,403.88,49922
0.6775921416703783,0.5857362358074752,0.2799287707997758,131.95,Neogene,Normal polarity,False,0.3759505512243015,Limestone,Middle,90.76,425.8,40426
0.817896534037788,0.501414829844533,0.2514108980916977,176.79,Cambrian,Reversed polarity,False,1.1620940171329677,Limestone,Bottom,35.75,225.87,67455
0.3535304587248415,0.46815119467546285,0.12927309700984757,62.85,Paleogene,Normal polarity,False,0.8883664927524566,Conglomerate,Bottom,29.36,347.15,26213
0.7249724353630718,0.12508645356331974,0.5669700516169797,230.84,Triassic,Reversed polarity,False,0.6003439393361009,Conglomerate,Middle,31.35,21.69,51058
0.24376945298279284,0.49319105323906753,0.840605831536557,363.29,Permian,Normal polarity,False,0.6062084397345001,Sandstone,Bottom,89.4,638.57,44449
0.722432075833985,0.6876237240312654,0.7328675339446084,82.33,Jurassic,Normal polarity,True,0.7039927527991052,Sandstone,Bottom,100.28,140.65,51047
0.28699623177883965,0.45302158631533146,0.7148493638001957,120.23,Triassic,Reversed polarity,False,1.2603809036865226,Shale,Bottom,64.66,203.11,33565
0.9357109404604975,0.8603631148982577,0.03898995232784597,124.67,Cretaceous,Normal polarity,True,1.2313433383384447,Limestone,Top,61.2,98.08,54575
0.1171526131666788,0.32670027787871564,0.1411625384283888,211.01,Cambrian,Reversed polarity,True,0.9691753589627238,Limestone,Bottom,80.26,430.81,24910
0.5255796356023674,0.497951278845607,0.29471383571270826,21.55,Ordovician,Normal polarity,True,0.7636828839752332,Sandstone,Middle,96.41,256.37,30696
0.6836951804780738,0.14625652552162555,0.3714693191700271,235.9,Cretaceous,Normal polarity,True,0.5792090113375133,Shale,Middle,4.99,329.78,46251
0.15496385922015973,0.5909031059898793,0.5098410045073949,271.94,Paleogene,Normal polarity,True,0.7700938374416377,Limestone,Bottom,41.69,432.36,29798
0.35129385585010914,0.20576044843450475,0.36901204708711177,181.36,Neogene,Reversed polarity,True,0.8321168714178881,Sandstone,Top,15.64,352.09,29819
0.15333830637318818,0.2774752391871218,0.5745001047042807,103.66,Cretaceous,Normal polarity,False,1.4667966938361583,Shale,Middle,62.48,259.85,16649
0.6398966610136825,0.8130322477989802,0.7906252820170354,57.2,Jurassic,Normal polarity,True,1.1151278527419015,Shale,Middle,57.94,365.08,42432
0.5576352644292059,0.6089188618181303,0.11151750194835025,157.69,Permian,Normal polarity,True,0.7177685625938899,Limestone,Bottom,48.66,367.65,46288
0.42475497883485613,0.4700611120215088,0.8749676456090696,82.9,Cambrian,Normal polarity,False,0.6451358883097549,Shale,Middle,13.54,426.43,32104
0.42867985162651534,0.3464371343130725,0.8273221036899305,248.43,Devonian,Normal polarity,True,0.6837676950478073,Sandstone,Bottom,163.82,131.85,47847
0.41340802035145335,0.19444758746617605,0.27855410649924905,144.8,Cambrian,Reversed polarity,False,0.5762195195044654,Shale,Bottom,76.58,97.7,37962
0.38223716895730536,0.29931726696179767,0.19410267697015748,251.32,Paleogene,Normal polarity,True,1.0812169155135263,Sandstone,Bottom,97.89,109.19,39212
0.4416184355016297,0.3376287297892008,0.3190009397250816,216.32,Paleogene,Normal polarity,False,1.011752130157983,Limestone,Bottom,38.98,239.28,41381
0.3416941025689475,0.29823828792187157,0.5498049429311168,169.4,Devonian,Normal polarity,True,1.1066005156874963,Limestone,Middle,4.05,453.7,29572
0.8885500979987933,0.6590507989909902,0.21873770720341046,68.18,Paleogene,Normal polarity,True,0.7946074431074085,Limestone,Bottom,30.0,245.27,60092
0.5687823495113249,0.5048459921122027,0.7276705124836128,258.17,Cambrian,Normal polarity,True,1.2613822364990281,Shale,Bottom,14.17,311.56,59831
0.5624382569096117,0.554887206789455,1.0142417692947037,73.1,Jurassic,Normal polarity,True,0.7277195340189813,Shale,Bottom,47.03,391.48,44849
0.5778378270848071,0.2662929875022128,0.574369063604337,98.87,Neogene,Reversed polarity,True,1.020824126701482,Limestone,Middle,46.74,241.14,36034
0.18489639407317737,0.34306587000903155,0.7646579351120184,223.97,Jurassic,Normal polarity,True,0.8130866880091732,Sandstone,Bottom,132.65,545.81,30613
0.9480675296096787,0.10834699922432575,0.7292018904893761,218.93,Devonian,Normal polarity,False,0.960420449534787,Limestone,Bottom,106.09,315.14,74626
0.2527728074066925,0.4893362249010568,0.45262722143529577,31.36,Jurassic,Reversed polarity,True,0.5923199992773241,Shale,Bottom,138.03,194.69,22127
0.7684038775612732,0.2922119497940666,1.0672454483914309,194.95,Devonian,Normal polarity,True,0.8896185095018176,Shale,Bottom,89.52,197.87,62753
0.871010011832394,0.5375242463572217,0.8420663604835198,145.95,Cretaceous,Normal polarity,True,0.9526280182418373,Conglomerate,Bottom,52.53,687.11,60782
0.4919749940230725,0.46019998319864114,0.562324127729763,57.8,Triassic,Reversed polarity,True,0.7254204786799461,Conglomerate,Bottom,88.44,424.35,37301
0.38926340364374407,0.42151784919720103,0.5887509322074647,233.53,Cretaceous,Normal polarity,True,0.887345022252439,Sandstone,Middle,59.92,538.81,35784
0.14126686371518482,0.4871569015396746,0.13134305908750693,214.55,Permian,Normal polarity,False,0.9216419021845326,Sandstone,Middle,97.02,343.75,21454
0.3888105051382131,0.6083010892762722,0.8940332884329764,140.76,Paleogene,Normal polarity,False,0.18000736833842113,Sandstone,Bottom,123.57,400.27,36916
0.2075618054272802,0.47392316462476675,0.4306579300716922,251.93,Jurassic,Reversed polarity,True,1.6035132863982122,Sandstone,Bottom,96.92,628.17,35415
0.5339665208196731,0.405620064887671,0.6001551342175766,168.68,Cambrian,Normal polarity,True,1.7980200881016468,Sandstone,Bottom,52.88,369.38,47771
0.48186666755665253,0.6685726378317056,0.14663875777183932,85.94,Jurassic,Normal polarity,True,0.34324640117181054,Limestone,Bottom,100.71,80.02,36170
0.6234536682570526,0.5709240570730593,1.1079114184584102,184.64,Cretaceous,Normal polarity,True,1.1546657195996572,Limestone,Middle,108.06,256.83,45501
0.9179797878530512,0.06972760046696161,0.4713923527726358,114.47,Jurassic,Reversed polarity,True,0.37871582632806805,Limestone,Bottom,67.7,496.97,62408
0.2373701220364164,0.501320174528369,0.7735752894012448,195.1,Cretaceous,Normal polarity,True,1.7893527973203533,Sandstone,Bottom,141.99,393.54,31028
0.09941016482341508,0.23237402539729599,0.07247116554533733,133.5,Devonian,Reversed polarity,True,0.6159390503737047,Shale,Bottom,70.5,481.82,17923
0.29674893663313023,0.7292364687226729,0.48031611424380394,140.53,Paleogene,Normal polarity,False,0.6952296093745074,Conglomerate,Bottom,71.87,262.34,32584
0.8165027143697141,0.9721287075448836,0.16031876011318666,148.17,Cretaceous,Normal polarity,True,0.2666117516564139,Shale,Middle,47.91,513.16,54157
0.5075915341160879,0.16751527201285804,0.005905760707860197,113.36,Triassic,Normal polarity,False,0.9360688798941583,Shale,Bottom,17.8,590.17,37267
0.33825665714807895,0.08175640765397275,0.23624285939587691,180.3,Neogene,Normal polarity,True,0.37706254303550485,Sandstone,Bottom,154.97,202.41,30186
0.9843086535347154,0.4903685140879055,0.9441963243203007,227.25,Permian,Normal polarity,True,0.6703914728157206,Limestone,Bottom,78.86,258.0,76223
0.23985737506392985,0.5728500594539533,0.559618816956171,232.35,Cretaceous,Normal polarity,False,1.3520096075227692,Shale,Bottom,98.04,187.24,36120
0.6084664055912574,0.7861119430045175,0.7693481152177502,118.21,Devonian,Normal polarity,False,0.35977287257858287,Shale,Middle,92.02,370.52,45017
0.4044799172381829,0.4488268125229956,0.6979896089085089,32.27,Triassic,Normal polarity,True,1.0441161315060346,Conglomerate,Bottom,91.58,344.43,31637
0.20464922724635698,0.3085965944146773,0.6272136464784,89.24,Triassic,Normal polarity,False,0.0023631617048223696,Conglomerate,Top,70.96,149.79,17714
0.38597676128668185,0.5591786983343875,0.07610349646398457,205.56,Devonian,Normal polarity,False,1.695813757848447,Shale,Middle,38.56,212.67,33985
0.548031102570937,0.7331216268217507,0.6135264666767255,184.35,Cretaceous,Normal polarity,False,1.1949446076255763,Sandstone,Bottom,66.41,399.49,48517
0.48262456441185186,0.0043829869071893846,0.41193456186880284,253.71,Triassic,Normal polarity,True,0.5597923049920519,Shale,Bottom,48.51,488.32,46174
0.41132241313968765,0.1836664594025308,0.5717437522818121,216.75,Cretaceous,Normal polarity,False,1.2174387004024223,Limestone,Middle,98.53,137.57,34359
0.6259825081155586,0.16971417903517305,0.5695156464349274,245.95,Triassic,Normal polarity,True,1.4096433526800745,Sandstone,Bottom,20.12,584.27,52962
0.1483756219948409,0.3147959598036012,0.5380093997793135,1.0,Jurassic,Normal polarity,True,1.8268092160385812,Sandstone,Bottom,15.88,167.74,13977
0.38092965495146436,0.5503813438523919,0.6069761067272437,339.58,Triassic,Normal polarity,True,0.3947086229263085,Shale,Middle,49.84,402.85,43447
0.3701473211067284,0.4688411956356284,0.1315110638800187,191.62,Neogene,Reversed polarity,False,1.1730389430697143,Shale,Top,29.62,547.96,31270
0.5629170803115267,0.28273143117743776,0.1574591192199077,173.68,Paleogene,Normal polarity,False,0.690513162757525,Limestone,Middle,55.75,156.44,36516
0.7528789615729712,0.5879435691728723,0.8799189531259897,135.46,Cambrian,Normal polarity,True,0.8336205697925307,Sandstone,Bottom,85.72,431.44,61960
0.2459431571980391,0.8997570338524317,0.33632829299983186,164.96,Cambrian,Normal polarity,False,0.6697162374776277,Conglomerate,Middle,114.76,65.13,29432
0.19634063960855735,0.5087688740967058,0.7956005919529456,75.8,Triassic,Normal polarity,True,0.62821966238455,Conglomerate,Middle,47.08,541.01,20050
0.4558162972777124,0.4914348919533125,0.7493022804512157,293.35,Cretaceous,Normal polarity,True,0.36341448449114594,Sandstone,Middle,12.79,2.33,42625
0.8065467349049722,0.8151908047658498,0.8387373687429956,174.91,Devonian,Normal polarity,True,0.15692894598315954,Shale,Bottom,50.76,174.83,68015
0.5790931278079247,0.5550394567121335,0.8190281447020012,120.06,Triassic,Reversed polarity,False,0.4239760752803842,Sandstone,Middle,68.49,644.82,42342
0.1119702015231422,0.8192785751214164,0.7636990449055584,108.32,Ordovician,Normal polarity,True,0.7821573041647436,Shale,Middle,17.77,83.78,20720
0.9616948244938746,0.324485393156036,0.41865314105806084,130.64,Cretaceous,Reversed polarity,True,1.428764052343977,Sandstone,Bottom,82.83,266.93,67380
0.4590659379282946,0.12905562783637853,0.3376184721982776,131.27,Cambrian,Normal polarity,True,0.555744822641403,Sandstone,Bottom,94.01,314.82,38299
0.7754954108604003,0.3464756805387434,0.10060065102210644,123.48,Cretaceous,Normal polarity,True,1.50789426278015,Sandstone,Bottom,40.74,137.25,53484
0.26717536557385196,0.5846398273569408,0.8577604217761249,166.69,Triassic,Normal polarity,False,0.8236783717358918,Shale,Middle,65.81,74.08,28909
0.5967142407585575,0.4236320025171,0.6737903246577734,90.15,Triassic,Reversed polarity,True,1.0086976380353638,Conglomerate,Bottom,30.44,348.02,45511
0.5957303280589236,0.7453259992079775,0.8246748281527074,206.45,Neogene,Reversed polarity,True,0.2577512669050816,Limestone,Bottom,110.19,600.28,55618
0.7207998724462983,0.28225917184085425,0.25531000680289523,185.7,Paleogene,Reversed polarity,True,1.5441214517684565,Conglomerate,Bottom,58.89,422.86,54621
0.5479311480729327,0.3591303007073992,0.4615146707707888,236.51,Cambrian,Normal polarity,True,1.5625358004373666,Sandstone,Bottom,13.27,576.28,51858
0.48639953347321896,0.1440964637093849,0.5926516828003137,265.39,Permian,Normal polarity,False,1.0606245458316417,Sandstone,Top,108.47,575.66,41463
0.6826461226016676,0.37399767804631634,0.30439968852494165,200.05,Triassic,Normal polarity,True,1.2362031966167233,Sandstone,Bottom,64.3,114.25,54363
0.03286657385867203,0.5115184910099715,0.4984495010695183,21.13,Cambrian,Reversed polarity,False,0.5826272059003305,Sandstone,Bottom,68.07,375.33,10847
0.5775832274565631,0.06426094378607661,0.9372192953518836,146.87,Devonian,Normal polarity,True,1.7683218183339342,Conglomerate,Middle,97.51,271.95,39307
0.6270214228765649,0.30875794036446885,0.7197806504325196,100.55,Cretaceous,Normal polarity,True,0.5741523950175768,Conglomerate,Bottom,67.78,558.88,44608
0.9792333856177213,0.07330725674623118,0.5271392165521609,319.13,Devonian,Normal polarity,True,1.0039473582814118,Shale,Bottom,111.55,634.66,80860
0.46953465851183185,0.32220908153058175,0.18995713147370802,140.26,Cambrian,Reversed polarity,True,1.2002669779120505,Conglomerate,Top,89.76,325.23,34946
0.715814035097626,0.1374050028243257,1.0395697311446412,284.6,Cambrian,Normal polarity,True,1.6705333255105463,Conglomerate,Bottom,17.63,382.66,65892
0.23596727992249117,0.19824842280199034,0.3674611176780019,41.2,Devonian,Normal polarity,True,0.8751060681630591,Shale,Middle,23.42,335.24,18350
0.6772572458641248,0.44637350710221047,0.721335693862326,225.15,Triassic,Reversed polarity,True,0.9499815347460959,Shale,Middle,104.12,535.82,51890
0.7769914397011598,0.16886077947626896,0.08115073061655304,154.37,Triassic,Normal polarity,False,0.9662356841105623,Sandstone,Middle,39.96,196.47,43728
0.08545171322857431,0.10018905065280856,0.9609302116767047,147.37,Cambrian,Reversed polarity,True,0.35346893364143134,Conglomerate,Bottom,88.15,575.82,19870
0.7103405840207336,0.34158514486380553,0.575290524336745,36.75,Triassic,Normal polarity,True,2.03944912878835,Limestone,Bottom,55.7,190.71,47157
0.766375005869087,0.37316287336194987,0.23757045123619155,294.54,Cambrian,Normal polarity,True,2.1307927847179586,Limestone,Middle,79.95,31.0,58286
0.343334238379265,0.22718954830212407,0.4522424476550506,181.75,Cretaceous,Reversed polarity,False,1.1596686313001077,Limestone,Middle,22.38,205.13,28756
0.36833443072761657,0.4155015917180034,0.7902163112136893,100.18,Cambrian,Reversed polarity,True,0.6351630543216847,Conglomerate,Bottom,26.05,307.21,37849
0.015624751801920245,0.7848405621839942,0.7046866378412723,195.93,Permian,Normal polarity,True,1.2347969848690452,Shale,Bottom,82.85,22.04,24637
0.020967904985769947,0.11933272494986255,0.013649742941643672,55.92,Ordovician,Normal polarity,False,0.42445847230508493,Limestone,Bottom,168.71,452.08,4208
0.6532499231591327,0.4519436662878012,0.34604537127655355,226.17,Cambrian,Normal polarity,True,0.6352694801289633,Shale,Bottom,26.04,400.15,59415
0.8972111396826248,0.424762492639653,0.41489519789962004,168.35,Devonian,Normal polarity,True,0.7469727726571985,Shale,Middle,33.62,111.77,56928
0.923229662374176,0.7491806700364873,0.41703430113271267,147.95,Triassic,Normal polarity,False,1.2428427877176647,Sandstone,Top,52.58,183.72,58311
