,uranium_lead_ratio,carbon_14_ratio,radioactive_decay_series,stratigraphic_layer_depth,geological_period,paleomagnetic_data,inclusion_of_other_fossils,isotopic_composition,surrounding_rock_type,stratigraphic_position,fossil_size,fossil_weight,age
15,0.4535965464757807,0.6835565904626982,1.1989657760667531,0.6965248829444652,Cambrian,Normal polarity,True,0.8441750263210941,Sandstone,Bottom,0.055836152170891114,-0.4049859275519405,50643
16,0.6512356751577866,0.4606319337661966,0.2542409329498403,2.6384021178655392,Paleogene,Normal polarity,True,0.5675832948452266,Shale,Bottom,2.122283490107039,0.7976117826011716,65430
17,0.8247813505566428,0.4045054038138985,0.649999201517615,0.7061659126380465,Triassic,Reversed polarity,False,0.6076057697078241,Limestone,Middle,1.2735739771094945,0.07047154086474967,55327
18,0.4014058423726469,0.4692598110604198,0.8268639242614239,0.268289309915641,Cambrian,Reversed polarity,False,0.975198272603206,Conglomerate,Bottom,1.4263009128399982,0.9889606426873367,41398
19,0.0815957063190883,0.1737816343049756,0.1353013859088856,-0.05089199280874013,Triassic,Normal polarity,True,0.9562846820464264,Sandstone,Bottom,-0.25147120151985536,-0.35488983413638886,11816
20,0.6528624417018811,0.5696790888699419,1.014890003047721,0.04907442163699938,Permian,Normal polarity,True,0.9329009889246332,Sandstone,Middle,0.03748667809647377,1.2971882429022945,42547
21,0.3863080235677126,0.2763167106238536,0.5667141085741088,0.6302230475927059,Devonian,Normal polarity,False,2.060106761297571,Limestone,Bottom,0.27491775172605537,1.454726794123273,39797
22,0.5831651054808669,0.4140139629518636,0.4732650350569418,1.520437797577889,Paleogene,Normal polarity,True,1.610877862215346,Sandstone,Bottom,1.3636532134748158,-0.07311297124484237,53135
23,0.7574990746295076,0.4361892819351282,0.4170557889513239,1.04202145524231,Permian,Reversed polarity,True,1.1149548788660235,Conglomerate,Middle,0.358139103841342,-0.1027698585468489,54006
24,0.8322720806460774,0.2135206831618229,0.4356727189471009,-0.151885730090681,Paleogene,Normal polarity,False,0.668317968321084,Limestone,Bottom,0.8481998053843659,0.41130714370292115,52191
25,0.5682724409390167,0.6270977791071807,0.7029907079577166,0.036667522769030174,Triassic,Normal polarity,False,0.484355887761259,Sandstone,Bottom,1.8001482785783793,0.38846332510542964,44370
26,0.2642601729500204,0.2144482239797514,0.6991590184378488,1.3848311831993205,Triassic,Reversed polarity,True,0.8352622346364618,Sandstone,Bottom,-0.03424308419443022,1.0267786390257676,39416
27,0.485778227908422,0.1074949844102835,0.8270214670148753,-0.25983365272536896,Jurassic,Normal polarity,True,1.3347919854605734,Sandstone,Middle,0.12441499467123869,-0.6263195766424687,30070
28,0.6794831577500506,0.4337378860121052,0.9890499699899236,2.3790426141414938,Paleogene,Normal polarity,True,0.4125589379509397,Limestone,Bottom,0.4222695889903155,0.1669839419249652,66991
29,0.2977650205387635,0.0127494061116539,0.1038222300700308,-0.1602623624473991,Cretaceous,Normal polarity,True,0.4055542488254907,Conglomerate,Bottom,-0.09040359575552565,0.8142619023763767,19075
30,0.8657328091850587,0.6908278235283756,0.2186771937035718,1.6143983246735287,Neogene,Normal polarity,True,1.369190657817985,Shale,Middle,0.4128168296186462,0.47856342620845443,58651
31,0.3008904402453689,0.1319724552595467,0.2805375443149477,0.8837347136337593,Triassic,Normal polarity,True,1.55196858415491,Conglomerate,Middle,0.6285621611602801,0.5358733570758456,26109
32,0.4195366905748015,0.1767737608571503,0.4415204369474868,0.43953612422703825,Neogene,Reversed polarity,True,1.4011754147703304,Sandstone,Bottom,1.008155321810852,0.8868374791645794,34057
33,0.3480381847559999,0.5042775742961307,0.8117485448339898,1.1344805105004248,Devonian,Normal polarity,False,0.2074173567682772,Conglomerate,Top,0.011537926880126078,-0.01631310969222779,35215
34,0.3776541368102941,0.3625041066014686,0.0028061156187901,0.41883161783590483,Cretaceous,Reversed polarity,True,0.9268795845128692,Limestone,Bottom,0.6912098605254623,0.0975416480703896,31031
35,0.3623047180335235,0.8693194101087226,0.5107037986422737,0.6989746527846376,Devonian,Normal polarity,True,0.8729108268322084,Limestone,Top,2.7124322320559755,0.4357540372897103,35194
36,0.1717325096238701,0.5764701109389039,1.1476117518667517,0.13726613588320133,Ordovician,Normal polarity,False,0.9596800741910664,Sandstone,Bottom,0.499559797970437,-0.3664756942863128,26802
37,0.3152379517739238,0.2381043403114995,0.4063363459037958,1.624197404034218,Triassic,Normal polarity,True,0.990509400747972,Shale,Bottom,0.3145822714424726,-0.3536510943719316,39429
38,0.1151716602176162,0.0078599660614059,0.6873627962970843,1.12997609498785,Jurassic,Reversed polarity,True,1.0058894833860543,Sandstone,Bottom,-0.21588434270886422,0.7400468170763922,25887
39,0.1627890821737684,0.7553261111401648,0.8178587642824456,0.7715194499871585,Cambrian,Normal polarity,True,0.6148812486087287,Sandstone,Bottom,-0.09244242620823867,0.2710380821393765,32648
40,0.9470166860142148,0.0418090176331114,0.6920441657552714,1.683861153367446,Devonian,Reversed polarity,True,0.9892731774759248,Shale,Bottom,0.9629303554052175,1.2579129056645018,83344
41,0.1901950431488946,0.2317422555693687,0.7639938953424936,0.8834186142995436,Cambrian,Normal polarity,False,0.8115753581021787,Limestone,Bottom,1.2207497335619295,-0.30209766005701844,31620
42,0.2685394187401811,0.6407122756398353,0.0371734392675305,0.6905189955943656,Triassic,Normal polarity,False,2.3404737876838486,Shale,Bottom,0.20689495389462956,-0.23250963211250666,31818
43,0.7589271867082628,0.8821881811967301,0.5737277784612335,-0.34581267163206036,Permian,Reversed polarity,True,0.0280708473495176,Conglomerate,Bottom,0.3340438348547333,0.22097842224630887,57525
44,0.7443704247892129,0.4680664399057751,0.1069098470880162,0.8812059189600332,Paleogene,Normal polarity,True,1.1357386601233743,Limestone,Bottom,0.6795329224781059,0.6132945923544254,54119
45,0.2335579042916913,0.6833845999038309,0.6368645476976212,0.2799059604480708,Triassic,Normal polarity,True,0.646344970849788,Conglomerate,Bottom,0.3985450164496549,0.8338995709952729,29457
46,0.4913191009781039,0.3686915949520065,0.5968945166445913,-0.15963016377896755,Triassic,Reversed polarity,True,0.2875871630341971,Shale,Bottom,1.2420647792039294,1.5433695543269361,38297
47,0.5241529375116366,0.085803922771435,0.7837145754357012,-0.0899302605843886,Triassic,Reversed polarity,False,1.1078504726937035,Limestone,Middle,0.052685232380334575,0.38977493191485485,33129
48,0.2853378625520749,0.170071271608222,0.2814965955876596,0.10067763794772502,Jurassic,Normal polarity,False,0.4853057407450165,Sandstone,Bottom,0.8797090032899311,0.2232008671178352,24544
49,0.7524747707376864,0.2102792736541925,0.3038155505929438,0.3273208605804374,Neogene,Normal polarity,True,1.5448049253205285,Limestone,Middle,0.8216950094990964,-0.4642632686334696,42883
50,0.7318953391182321,0.7007343670460289,0.8657047003410119,-0.13521149021079873,Permian,Normal polarity,False,0.7718569199234211,Shale,Middle,-0.014596172559195483,0.615699204838372,46538
51,0.2863400449578846,0.9389314548421792,0.8999018942782235,0.47612462216251444,Cambrian,Normal polarity,False,1.3647900536622053,Conglomerate,Bottom,1.084518789676104,-0.3174726065452823,37758
52,0.5021564930117015,0.3994064111769145,0.9107659535599592,0.3732342888752791,Jurassic,Normal polarity,True,1.246907207316289,Limestone,Top,0.4028080255780548,1.1767754510925506,36089
53,0.0536923232272528,0.4019505371919621,0.7189981016579511,0.8945611158306498,Jurassic,Normal polarity,True,0.5722436127722159,Sandstone,Bottom,-0.38102960937862,0.5230123236389804,20298
54,0.0842020250236196,0.1652216460496663,0.4320970239537268,0.04109291344805107,Jurassic,Normal polarity,True,0.3007668377614263,Shale,Bottom,1.7901394745377879,0.3437593930175154,14118
55,0.2673700588986542,0.0719313940773533,0.5606254424132407,0.20103917656123435,Jurassic,Normal polarity,True,0.9780285264677278,Limestone,Bottom,0.5798155785181409,0.3611381832424015,25036
56,0.7696770510227057,0.3945875562641618,1.032272300950021,-0.26686686291167,Cretaceous,Normal polarity,True,0.4334218516361783,Sandstone,Bottom,-0.45424215745331536,2.360646330688867,52035
57,0.7923401721298425,0.145841357714074,0.0109208150837862,0.0063219866843155234,Cambrian,Normal polarity,True,0.0491288305427782,Shale,Bottom,0.14980770121866463,-0.3296778365774349,52427
58,0.5123050290745421,0.1954146779649558,0.2057932777272339,1.010490546654286,Paleogene,Normal polarity,True,1.3932827737370572,Conglomerate,Bottom,1.4049858671979985,-0.23979633660931418,43623
59,0.5435850053054829,0.8378444917568546,0.4974110673198112,1.9674812809925522,Permian,Normal polarity,True,1.6094489601469648,Sandstone,Bottom,0.5683239886937586,0.060598056271575565,61139
60,0.5717003115036627,0.7524845235553211,0.4842225257757448,-0.3398858091155145,Cretaceous,Normal polarity,False,0.0618630801952208,Sandstone,Middle,0.04304712478569121,-0.0458242629042982,34985
61,0.2485391995340766,0.3139505435482131,0.2934024170817234,0.19969575439081727,Jurassic,Normal polarity,False,1.2710880290712792,Shale,Bottom,-0.10764098049209948,1.7889314958693494,25341
62,0.912207437950692,0.204450709213905,1.020189186437424,-0.5022028172353161,Paleogene,Reversed polarity,True,0.3664378908631948,Sandstone,Bottom,-0.2562902553171771,0.45582890817841515,57506
63,0.6266408450234824,0.4074097692867736,1.147017696697323,0.8849991109706224,Cretaceous,Normal polarity,False,1.2979602416758862,Limestone,Bottom,0.3746350956860202,-0.4365373580231171,54317
64,0.6168256623867933,0.4322008953123598,0.2985170363931294,0.8084240472568505,Cretaceous,Normal polarity,False,0.3899748417766182,Sandstone,Top,1.4489133960428153,-0.2080991720482015,41055
65,0.5043771551700481,0.4399029884069523,1.0548922075975378,0.574826639271391,Cretaceous,Reversed polarity,True,2.220679421821436,Limestone,Bottom,1.2396552523052686,0.3300239550410333,45605
66,0.0861934666175038,0.2024748293501123,0.4535740507191027,1.006460280143035,Jurassic,Reversed polarity,False,0.8564155965372393,Shale,Bottom,0.23395579444882075,0.9939520352676499,25153
67,0.624329973125784,0.1436089282772304,0.3662914119519438,0.8115850405990083,Permian,Normal polarity,False,0.6864507869635568,Limestone,Top,1.0087113664797738,-0.027279599959923066,42099
68,0.5885147465259051,0.9934919653773598,0.6141128801725199,-0.3756840587154513,Triassic,Normal polarity,False,1.7388410958483476,Limestone,Bottom,1.0535656364394606,-0.03522210786144328,47972
69,0.6156485577853836,0.1945323537117658,0.7052003939972631,1.2434557559713142,Jurassic,Reversed polarity,False,1.3227627335781769,Sandstone,Bottom,-0.678884203697697,0.9326708504494988,55743
70,0.3440789293802448,0.411640945094944,0.7437145828525272,-0.5458245253570934,Permian,Normal polarity,True,0.886496902358003,Limestone,Bottom,1.2965571567582597,0.781471732140743,27831
71,0.6949125720617639,0.9265360105654856,0.6248328668812462,0.07428334354070772,Jurassic,Normal polarity,False,0.643492004357958,Limestone,Bottom,0.9052870580603308,0.7082039184253434,54955
72,0.9148940750056846,0.5822925375246539,0.3429881742771632,0.8386115336744571,Devonian,Reversed polarity,True,1.1949562571283536,Limestone,Bottom,-0.04851489736342152,0.06653672043647367,75245
73,0.5410398390061872,0.2465406764935518,0.8983174617639751,1.2074994567042694,Cretaceous,Normal polarity,False,0.632797965891551,Conglomerate,Middle,0.8022334460868357,0.886254542804835,40839
74,0.2723348164790677,0.4092762351477351,0.5048212278441921,-0.1152182073216508,Cambrian,Reversed polarity,True,0.4955214821556645,Sandstone,Middle,1.1399379083453036,0.3149404767326418,22909
75,0.4506680454450966,0.4534269750389009,0.5204155357160094,1.465989687259221,Triassic,Reversed polarity,True,0.9993158027041728,Sandstone,Bottom,0.32032806635466393,0.49936696754684,51063
76,0.3356036189658148,0.7686647198283689,1.2656640755767476,1.2430606318035444,Cretaceous,Normal polarity,False,1.2108361954924614,Limestone,Middle,-0.4848246142440109,0.9672462632868501,37828
77,1.122347680031973,0.5849212687928748,0.9217743629530858,-0.16998241697453423,Paleogene,Normal polarity,False,0.7772412352822976,Shale,Bottom,1.2691256197581204,0.6731913033181832,71526
78,0.5319575156080427,0.5662327650786576,0.4546533453997674,-0.03864314360787878,Ordovician,Normal polarity,False,0.294386667509001,Conglomerate,Bottom,0.14443260275242117,1.1438395467669804,42288
79,0.0943245106766421,0.4104478737856447,0.5665541880623448,-0.4839480806843551,Cambrian,Normal polarity,False,1.2630928063133282,Conglomerate,Bottom,0.22580047263796865,0.26389711173250513,15011
80,0.7650475180617193,0.1829597228248261,1.0018289029437204,0.4114823083153882,Cambrian,Reversed polarity,True,0.4904708604338773,Sandstone,Bottom,0.5129048700245586,1.9483645902594982,64519
81,0.429429696646423,0.8374149672520564,0.4755634175223405,0.40176225378825287,Neogene,Normal polarity,True,1.0557468200783675,Shale,Middle,1.3310319262314072,-0.5006239240725391,32084
82,0.4963927567773702,0.6926838648102692,0.2734979488732788,-0.16761167196791588,Jurassic,Reversed polarity,True,0.4211579812534298,Shale,Top,1.0771048607571474,1.032644436145698,32077
83,0.2852002911007759,0.6490115318803042,0.3766506722565265,0.3482624414722327,Paleogene,Normal polarity,False,1.5410077782026137,Sandstone,Bottom,0.6002038830452714,-0.2605998779476997,30894
84,0.3083515738074486,0.56647108670394,0.7023889111906689,-0.08977221091728074,Ordovician,Normal polarity,False,0.5579879092357523,Shale,Top,1.1658866595616515,0.5653116432429479,25417
85,0.5592788670920636,0.3924298806270461,0.915257793533408,0.7199952585099867,Neogene,Reversed polarity,False,0.4686034531684092,Shale,Bottom,0.8580232612019832,0.8118572898924301,49922
86,0.6775921416703783,0.5857362358074752,0.2799287707997758,0.3679396250271647,Neogene,Normal polarity,False,0.3759505512243015,Limestone,Middle,0.894722209350818,0.8917195711774406,40426
87,0.817896534037788,0.501414829844533,0.2514108980916977,0.722286978683051,Cambrian,Reversed polarity,False,1.1620940171329677,Limestone,Bottom,-0.12487836522867332,0.16330415615407745,67455
88,0.3535304587248415,0.4681511946754628,0.1292730970098475,-0.1781219748305905,Paleogene,Normal polarity,False,0.8883664927524566,Conglomerate,Bottom,-0.24331587970900326,0.6051699168404849,26213
89,0.7249724353630718,0.1250864535633197,0.5669700516169797,1.14941620404212,Triassic,Reversed polarity,False,0.6003439393361009,Conglomerate,Middle,-0.20643158333719466,-0.5805955059250016,51058
90,0.2437694529827928,0.4931910532390675,0.840605831536557,2.196100124464113,Permian,Normal polarity,False,0.6062084397345001,Sandstone,Bottom,0.8695148510263659,1.666915629070308,44449
91,0.722432075833985,0.6876237240312654,0.7328675339446084,-0.02418159906750698,Jurassic,Normal polarity,True,0.7039927527991052,Sandstone,Bottom,1.0711737176219824,-0.14718232245489068,51047
92,0.2869962317788396,0.4530215863153314,0.7148493638001957,0.2753225201019421,Triassic,Reversed polarity,False,1.2603809036865226,Shale,Bottom,0.4109633473889069,0.08038145898040798,33565
93,0.9357109404604976,0.8603631148982577,0.0389899523278459,0.3104095461998933,Cretaceous,Normal polarity,True,1.231343338338445,Limestone,Top,0.34683286223993337,-0.3022798276694386,54575
94,0.1171526131666788,0.3267002778787156,0.1411625384283888,0.9927099591046485,Cambrian,Reversed polarity,True,0.9691753589627238,Limestone,Bottom,0.7001065752282102,0.9099727659419433,24910
95,0.5255796356023674,0.497951278845607,0.2947138357127082,-0.5044945374083806,Ordovician,Normal polarity,True,0.7636828839752332,Sandstone,Middle,0.9994439553310782,0.274426399730392,30696
96,0.6836951804780738,0.1462565255216255,0.3714693191700271,1.189402769820416,Cretaceous,Normal polarity,True,0.5792090113375133,Shale,Middle,-0.6950094990964273,0.5418848882857117,46251
97,0.1549638592201597,0.5909031059898793,0.5098410045073949,1.4742082699488315,Paleogene,Normal polarity,True,0.7700938374416377,Limestone,Bottom,-0.01478152078216949,0.9156199619269693,29798
98,0.3512938558501091,0.2057604484345047,0.3690120470871117,0.7584013276172038,Neogene,Reversed polarity,True,0.8321168714178881,Sandstone,Top,-0.4976136416292108,0.6231680769475996,29819
99,0.1533383063731881,0.2774752391871218,0.5745001047042807,0.14437837090305625,Cretaceous,Normal polarity,False,1.4667966938361583,Shale,Middle,0.37055743478059405,0.2871052655548372,16649
100,0.6398966610136825,0.8130322477989802,0.7906252820170354,-0.22277100578856904,Jurassic,Normal polarity,True,1.1151278527419015,Shale,Middle,0.2864093415504379,0.6704952226543643,42432
101,0.5576352644292059,0.6089188618181303,0.1115175019483502,0.5713495465950175,Permian,Normal polarity,True,0.7177685625938899,Limestone,Bottom,0.11440619063064732,0.679858637932762,46288
102,0.4247549788348561,0.4700611120215088,0.8749676456090696,-0.019677183554932098,Cambrian,Normal polarity,False,0.6451358883097549,Shale,Middle,-0.5365367684537324,0.894014883093935,32104
103,0.4286798516265153,0.3464371343130725,0.8273221036899305,1.2884208862635085,Devonian,Normal polarity,True,0.6837676950478073,Sandstone,Bottom,2.2488763263982205,-0.1792438222408438,47847
104,0.4134080203514533,0.194447587466176,0.278554106499249,0.46948653614398334,Cambrian,Reversed polarity,False,0.5762195195044654,Shale,Bottom,0.6318984291738103,-0.30366430152383206,37962
105,0.3822371689573053,0.2993172669617976,0.1941026769701574,1.3112590631605983,Paleogene,Normal polarity,True,1.0812169155135265,Sandstone,Bottom,1.0268754923312173,-0.2618021841896729,39212
106,0.4416184355016297,0.3376287297892008,0.3190009397250816,1.0346721457217931,Paleogene,Normal polarity,False,1.011752130157983,Limestone,Bottom,-0.06501088920809972,0.21216150980517182,41381
107,0.3416941025689475,0.2982382879218715,0.5498049429311168,0.6638876266866863,Devonian,Normal polarity,True,1.1066005156874965,Limestone,Middle,-0.7124322320559752,0.9933690989079054,29572
108,0.8885500979987933,0.6590507989909902,0.2187377072034104,-0.13600173854633812,Paleogene,Normal polarity,True,0.7946074431074085,Limestone,Bottom,-0.23145359343867286,0.23398518977311036,60092
109,0.5687823495113249,0.5048459921122027,0.7276705124836128,1.3653910741450503,Cambrian,Normal polarity,True,1.261382236499028,Shale,Bottom,-0.5248598304063758,0.47550301031979536,59831
110,0.5624382569096117,0.554887206789455,1.0142417692947037,-0.09712152043779762,Jurassic,Normal polarity,True,0.7277195340189813,Shale,Bottom,0.08419443028589971,0.7666797220122237,44849
111,0.5778378270848071,0.2662929875022128,0.574369063604337,0.10652547563071699,Neogene,Reversed polarity,True,1.020824126701482,Limestone,Middle,0.07881933181965627,0.21893814498720277,36034
112,0.1848963940731773,0.3430658700090315,0.7646579351120184,1.0951261433905604,Jurassic,Normal polarity,True,0.8130866880091732,Sandstone,Bottom,1.6711459153885364,1.328958274508375,30613
113,0.9480675296096788,0.1083469992243257,0.7292018904893761,1.0552976272793726,Devonian,Normal polarity,False,0.960420449534787,Limestone,Bottom,1.1788610351698254,0.4885462113690808,74626
114,0.2527728074066925,0.4893362249010568,0.4526272214352957,-0.4269711756919612,Jurassic,Reversed polarity,True,0.5923199992773241,Shale,Bottom,1.770863259348501,0.0497044330488483,22127
115,0.7684038775612732,0.2922119497940666,1.0672454483914309,0.865796076417014,Devonian,Normal polarity,True,0.8896185095018176,Shale,Bottom,0.8717390297020527,0.061290293198772265,62753
116,0.871010011832394,0.5375242463572217,0.8420663604835198,0.47857439200268675,Cretaceous,Normal polarity,True,0.9526280182418372,Conglomerate,Bottom,0.18613595292155144,1.8437639472078262,60782
117,0.4919749940230725,0.4601999831986411,0.562324127729763,-0.21802951577533242,Triassic,Reversed polarity,True,0.7254204786799461,Conglomerate,Bottom,0.8517214216208702,0.8864367104172551,37301
118,0.389263403643744,0.421517849197201,0.5887509322074647,1.170673884268131,Cretaceous,Normal polarity,True,0.887345022252439,Sandstone,Middle,0.3231082896992726,1.3034548087695488,35784
119,0.1412668637151848,0.4871569015396746,0.1313430590875069,1.0206847501827452,Permian,Normal polarity,False,0.9216419021845326,Sandstone,Middle,1.0107501969324868,0.5927825191959123,21454
120,0.3888105051382131,0.6083010892762722,0.8940332884329764,0.43756050338818964,Paleogene,Normal polarity,False,0.1800073683384211,Sandstone,Bottom,1.5028497289282239,0.7987047882756926,36916
121,0.2075618054272802,0.4739231646247667,0.4306579300716922,1.3160795780073888,Jurassic,Reversed polarity,True,1.6035132863982122,Sandstone,Bottom,1.0088967147027479,1.6290247656869086,35415
122,0.5339665208196731,0.405620064887671,0.6001551342175766,0.6581978386708023,Cambrian,Normal polarity,True,1.7980200881016468,Sandstone,Bottom,0.19262314072563838,0.6861616373225006,47771
123,0.4818666675566525,0.6685726378317056,0.1466387577718393,0.004346365845466916,Jurassic,Normal polarity,True,0.3432464011718105,Limestone,Bottom,1.0791436912098604,-0.3680787692756105,36170
124,0.6234536682570526,0.5709240570730593,1.1079114184584102,0.7843214730228973,Cretaceous,Normal polarity,True,1.1546657195996572,Limestone,Middle,1.215374635095686,0.2761023417646577,45501
125,0.9179797878530512,0.0697276004669616,0.4713923527726358,0.22980421597487008,Jurassic,Reversed polarity,True,0.378715826328068,Limestone,Bottom,0.4673092071729763,1.151016950696336,62408
126,0.2373701220364164,0.501320174528369,0.7735752894012448,0.8669814489203231,Cretaceous,Normal polarity,True,1.7893527973203531,Sandstone,Bottom,1.8442611556461705,0.7741850276439354,31028
127,0.099410164823415,0.2323740253972959,0.0724711655453373,0.38018847422802615,Devonian,Reversed polarity,True,0.6159390503737047,Shale,Bottom,0.5192067096056717,1.095820164133019,17923
128,0.2967489366331302,0.7292364687226729,0.4803161142438039,0.435742932216449,Paleogene,Normal polarity,False,0.6952296093745074,Conglomerate,Bottom,0.5445994161530978,0.29617721265336233,32584
129,0.8165027143697141,0.9721287075448836,0.1603187601131866,0.49611790505166237,Cretaceous,Normal polarity,True,0.2666117516564139,Shale,Middle,0.1005050739076039,1.2100028235979925,54157
130,0.5075915341160879,0.167515272012858,0.0059057607078601,0.22103245945038227,Triassic,Normal polarity,False,0.9360688798941584,Shale,Bottom,-0.45757842546684574,1.4905773802475657,37267
131,0.3382566571480789,0.0817564076539727,0.2362428593958769,0.7500246952604857,Neogene,Normal polarity,True,0.3770625430355048,Sandstone,Bottom,2.0848431490663084,0.0778311124065253,30186
132,0.9843086535347154,0.4903685140879055,0.9441963243203008,1.1210462887962542,Permian,Normal polarity,True,0.6703914728157206,Limestone,Bottom,0.6741578240118623,0.28036506389529015,76223
133,0.2398573750639298,0.5728500594539533,0.559618816956171,1.1613489539087656,Cretaceous,Normal polarity,False,1.3520096075227692,Shale,Bottom,1.0296557156758261,0.022561458798240352,36120
134,0.6084664055912574,0.7861119430045175,0.7693481152177502,0.2593595037240452,Devonian,Normal polarity,False,0.3597728725785828,Shale,Middle,0.9180760854455308,0.6903150588856808,45017
135,0.4044799172381829,0.4488268125229956,0.6979896089085089,-0.41977991583855223,Triassic,Normal polarity,True,1.0441161315060346,Conglomerate,Bottom,0.9099207636346787,0.5952599987248268,31637
136,0.2046492272463569,0.3085965944146773,0.6272136464784,0.03042456091826852,Triassic,Normal polarity,False,0.0023631617048223,Conglomerate,Top,0.5277327278624715,-0.1138820829044804,17714
137,0.3859767612866818,0.5591786983343875,0.0761034964639845,0.9496414248177489,Devonian,Normal polarity,False,1.695813757848447,Shale,Middle,-0.07279551457300394,0.1152119064751478,33985
138,0.548031102570937,0.7331216268217507,0.6135264666767255,0.782029752849833,Cretaceous,Normal polarity,False,1.1949446076255763,Sandstone,Bottom,0.4433992864093415,0.7958629735219377,48517
139,0.4826245644118518,0.0043829869071893,0.4119345618688028,1.3301459983799908,Triassic,Normal polarity,True,0.5597923049920519,Shale,Bottom,0.11162596728603866,1.1195019537476434,46174
140,0.4113224131396876,0.1836664594025308,0.5717437522818121,1.0380702135646127,Cretaceous,Normal polarity,False,1.2174387004024223,Limestone,Middle,1.0387377786015477,-0.15840384737997432,34359
141,0.6259825081155586,0.169714179035173,0.5695156464349274,1.26882272754213,Triassic,Normal polarity,True,1.4096433526800745,Sandstone,Bottom,-0.4145776377368981,1.4690816019819837,52962
142,0.1483756219948409,0.3147959598036012,0.5380093997793135,-0.6668905703617362,Jurassic,Normal polarity,True,1.8268092160385807,Sandstone,Bottom,-0.4931652842778369,-0.048483910045632905,13977
143,0.3809296549514643,0.5503813438523919,0.6069761067272437,2.0087322441077107,Triassic,Normal polarity,True,0.3947086229263085,Shale,Middle,0.13627728094156907,0.8081046370765744,43447
144,0.3701473211067284,0.4688411956356284,0.1315110638800187,0.8394808068435506,Neogene,Reversed polarity,False,1.1730389430697143,Shale,Top,-0.2384968259116815,1.3367914818424436,31270
145,0.5629170803115267,0.2827314311774377,0.1574591192199077,0.6977102554477745,Paleogene,Normal polarity,False,0.690513162757525,Limestone,Middle,0.24581808071915115,-0.0896537904525954,36516
146,0.7528789615729712,0.5879435691728723,0.8799189531259897,0.3956773416045993,Cambrian,Normal polarity,True,0.8336205697925307,Sandstone,Bottom,0.8013067049719661,0.9122680778584377,61960
147,0.2459431571980391,0.8997570338524317,0.3363282929998318,0.6288006005887351,Cambrian,Normal polarity,False,0.6697162374776277,Conglomerate,Middle,1.3395579444882073,-0.42232828425434243,29432
